Nom,Naissance,Taille,Poids,Nationalité,Latéralité
F. Sporkslede,8/3/1993,152.4,68.9,Netherlands,Right
K. Mercado,1/28/1995,170.18,68.9,Ecuador,Left
H. Artarslan,5/25/1994,190.5,83.9,Turkey,Right
L. Moreira,4/2/1990,175.26,73,Costa Rica,Right
D. Diagné,7/28/1994,175.26,62.1,Senegal,Right
S. Al Shehri,11/1/1993,182.88,77.1,Saudi Arabia,Right
M. Jeannin,4/20/1991,187.96,81.2,Algeria,Right
Yu Sang Hun,5/25/1989,193.04,83.9,Korea Republic,Right
A. Karazor,10/13/1996,190.5,79.8,Germany,Right
Nelson Freitosa,2/29/1984,185.42,81.2,Brazil,Right
G. Di Noia,7/3/1994,154.94,72.1,Italy,Left
D. Kvande,4/8/1995,187.96,78,Norway,Right
Perceval Acunha,2/29/1988,190.5,82.1,Brazil,Right
S. Humphrys,9/15/1997,185.42,91.2,England,Right
B. Boutobba,8/29/1998,172.72,64.9,France,Left
J. Salazar,6/29/1997,170.18,69.9,Colombia,Right
J. Mullins,11/6/1985,154.94,79.8,England,Right
L. Ochoa,9/4/1984,175.26,69.9,Colombia,Right
S. Auer,1/11/1991,175.26,73.9,Austria,Right
N. Malić,5/15/1988,193.04,84.8,Austria,Right
D. Nazon,4/7/1994,182.88,87.1,Haiti,Right
Ander Cantero,1/9/1995,187.96,82.1,Spain,Left
K. Kabran,11/22/1993,182.88,82.1,Sweden,Right
F. García,12/5/1983,185.42,82.1,Colombia,Right
H. Cavero,5/31/1996,154.94,71.2,Chile,Left
M. Hamzi,1/17/1992,172.72,60.8,Saudi Arabia,Right
C. López,8/1/1994,182.88,59.9,Colombia,Right
C. Führich,1/9/1998,152.4,68.9,Germany,Right
A. Dzabana,3/25/1997,170.18,71.2,France,Right
N. Ishikawa,9/13/1985,154.94,73.9,Japan,Left
K. Soni,4/17/1998,182.88,76.2,Cameroon,Left
L. Fenton,4/3/1993,175.26,69.9,New Zealand,Right
B. Kantarovski,1/20/1992,182.88,73.9,Australia,Right
Joaquín,3/10/1999,172.72,59.9,Spain,Left
Ricardo Campos,3/24/2000,152.4,66.2,Portugal,Right
P. Köhn,4/2/1998,190.5,74.8,Switzerland,Right
L. Cardoza,12/19/1984,187.96,88,Colombia,Left
F. Medina,5/28/1999,154.94,78,Argentina,Left
A. Arrigoni,8/10/1988,170.18,67.1,Italy,Right
C. Jennings,1/29/1991,182.88,72.1,England,Right
Zhou Yun,12/31/1990,182.88,74.8,China PR,Right
B. Fuller,8/25/1984,152.4,74.8,England,Right
Paulo Vítor,11/21/1988,195.58,88.9,Brazil,Right
A. Spahic,2/12/1997,190.5,77.1,Bosnia Herzegovina,Right
A. Mayorga,5/29/1997,152.4,68.9,Mexico,Left
O. Özdemir,1/10/1995,187.96,83.9,Turkey,Right
D. Björnquist,1/8/1989,152.4,77.1,Sweden,Right
Y. Asprilla,11/12/1992,162.56,59,Colombia,Right
J. Dasilva,10/23/1998,185.42,74.8,England,Left
L. Schoofs,1/3/1997,185.42,72.1,Belgium,Right
D. Castañeda,1/26/1995,182.88,74.8,Colombia,Right
Diego Barri,9/19/1995,187.96,81.2,Spain,Right
M. Léris,5/23/1998,185.42,78,France,Right
A. Okosun,7/21/1993,198.12,84.8,Denmark,Right
M. Miśkiewicz,1/20/1989,193.04,92.1,Poland,Right
D. Vega,6/3/1984,187.96,91.2,Argentina,Left
J. Sagredo,3/10/1994,152.4,73.9,Bolivia,Left
A. Keena,4/25/1999,154.94,68,Republic of Ireland,Right
D. Franco,7/15/1991,182.88,69.9,Argentina,Right
A. Angoula,5/4/1981,187.96,88,France,Right
Ángel,12/2/1997,182.88,77.1,Spain,Left
Josi Mouraldo,2/29/1992,182.88,81.2,Brazil,Left
M. Hebo Rasmussen,8/2/1995,187.96,76.2,Denmark,Right
B. Heneghan,9/19/1993,195.58,78.9,England,Right
Endika,1/25/1997,152.4,68,Spain,Left
D. Pelivan,6/8/1996,185.42,73,Germany,Right
A. Salzano,7/20/1991,154.94,73.9,Italy,Left
J. Bunney,9/26/1993,187.96,74.8,England,Left
K. Weidlich,10/4/1989,182.88,78,Germany,Right
L. Hannant,11/4/1993,154.94,67.1,England,Right
Y. Thermann,2/8/1994,172.72,68,Germany,Right
Jeong Jae Hee,4/28/1994,172.72,74.8,Korea Republic,Left
B. Miranda,2/10/1998,154.94,66.2,Bolivia,Right
F. Børsting,2/13/1995,182.88,73.9,Denmark,Right
Li Yunqiu,10/3/1990,175.26,68.9,China PR,Right
P. Ulvestad,9/8/1990,193.04,84.8,Norway,Right
M. Janzer,3/7/1992,152.4,77.1,Germany,Right
S. Al Khaibari,9/18/1989,185.42,73.9,Saudi Arabia,Right
N. Mileusnić,7/17/1993,154.94,71.2,Australia,Right
M. Feeney,2/8/1999,190.5,77.1,England,Right
A. Disasi,3/11/1998,190.5,86.2,France,Right
Chen Zhizhao,3/14/1988,170.18,66.2,China PR,Right
M. Godinho,6/28/1997,152.4,69.9,Canada,Right
J. Gómez,8/13/1987,172.72,69.9,Colombia,Right
M. Hancox,11/9/1993,152.4,71.2,England,Left
O. Aydoğan,2/4/1997,175.26,67.1,Germany,Right
A. Smith,11/23/1992,187.96,69.9,England,Right
A. Mosquera,9/10/1991,185.42,78,Colombia,Right
W. Evseev,2/14/1992,152.4,71.2,Kazakhstan,Left
O. Steurer,1/6/1995,190.5,83.9,Germany,Left
A. Kokoszka,10/6/1986,187.96,82.1,Poland,Right
M. Minetti,4/17/1989,185.42,82.1,Argentina,Right
J. Livolant,1/9/1998,175.26,73,France,Right
F. Sierralta,5/6/1997,190.5,83,Chile,Right
D. Valencia,5/31/1991,187.96,83,Colombia,Right
F. Dhia Putros,7/14/1993,154.94,77.1,Iraq,Right
A. Grbic,8/4/1996,187.96,82.1,Austria,Right
R. Contreras,10/27/1995,185.42,83.9,Argentina,Left
C. Bolger,3/12/1992,195.58,78,Republic of Ireland,Right
E. Børufsen,3/4/1988,152.4,83,Norway,Left
K. Choi,3/15/1995,175.26,71.2,Korea Republic,Right
F. Melegoni,2/18/1999,185.42,73.9,Italy,Right
Luis Paezinho,2/29/1984,182.88,74.8,Brazil,Left
Y. Güveli,1/6/1998,193.04,84.8,Turkey,Right
M. Madri,4/9/1990,175.26,64.9,France,Right
O. León,7/15/1999,187.96,88,Mexico,Right
S. Bueno,11/9/1998,187.96,79.8,Uruguay,Right
D. Genreau,5/21/1999,175.26,73,Australia,Right
Kim Won Gun,5/1/1992,185.42,77.1,Korea Republic,Right
M. Maak,5/12/1992,190.5,87.1,Austria,Right
M. Obafemi,7/6/2000,170.18,71.2,Republic of Ireland,Right
T. Kanai,2/5/1990,175.26,69.9,Japan,Right
S. Binakaj,4/26/1989,152.4,72.1,Albania,Left
S. Al Mutairi,9/13/1989,182.88,79.8,Saudi Arabia,Right
T. Robinson,1/22/1989,175.26,64,Jamaica,Right
T. Zwarthoed,11/19/1982,187.96,88.9,Netherlands,Right
H. Gómez,4/21/1992,175.26,76.2,Colombia,Right
G. Lefebvre,5/13/1994,175.26,63,France,Right
T. Dähne,1/4/1994,193.04,83.9,Germany,Right
I. Lawlor,10/27/1994,193.04,79.8,Republic of Ireland,Right
Li Wei,3/18/1985,154.94,76.2,China PR,Right
J. Kennedy,9/11/1986,185.42,74.8,England,Right
A. Pellegrino,6/18/1990,190.5,68,Norway,Right
P. Armenakas,8/5/1998,152.4,67.1,Australia,Left
J. Corrales,5/20/1991,175.26,69.9,Cuba,Left
M. Lauritsen,4/14/1993,195.58,88,Denmark,Right
H. Bunn,11/21/1992,175.26,73.9,England,Right
W. Abdullah,4/19/1986,190.5,86.2,Saudi Arabia,Right
L. Kontogiannis,8/1/1988,182.88,83,Mexico,Right
M. Fejzullahu,3/29/1994,172.72,68,Albania,Right
Carlitos,3/14/1985,175.26,67.1,Spain,Left
E. Torres,6/30/1998,165.1,54.9,Mexico,Left
Juan Pérez,7/15/1996,190.5,83,Spain,Right
W. Pérez,10/23/1998,175.26,76.2,Argentina,Left
S. Jovanović,8/30/1993,182.88,79.8,Serbia,Left
C. Styles,3/27/2000,167.64,59.9,England,Right
O. Threlkeld,2/15/1994,182.88,74.8,England,Right
Chen Lei,10/16/1985,182.88,79.8,China PR,Left
S. McLoughlin,11/13/1996,190.5,78,Republic of Ireland,Left
G. Moss,1/19/1983,187.96,89.8,New Zealand,Right
Fabiem Jardim,2/29/1984,182.88,78,Brazil,Right
K. Letheren,12/26/1987,187.96,93.9,Wales,Right
N. Moreno,2/9/1997,175.26,68,Colombia,Right
T. Schützenauer,5/19/1997,182.88,78.9,Austria,Right
D. Bejarano,1/3/1994,182.88,73.9,Bolivia,Left
J. Iritier,12/20/1994,170.18,69.9,Argentina,Right
J. Pirinen,10/22/1991,182.88,81.2,Finland,Left
O. Boussaid,3/7/2000,165.1,66.2,Belgium,Left
Lim Jae Hyeok,2/6/1999,154.94,66.2,Korea Republic,Right
S. D'Almeida,11/20/1995,152.4,71.2,Benin,Right
F. Burmeister,3/9/1990,185.42,82.1,Germany,Right
T. Barnett,10/28/1985,190.5,84.8,England,Right
D. Scarr,12/24/1994,187.96,84.8,England,Right
Ángel,2/3/1993,182.88,84.8,Spain,Left
E. Ruiz,7/15/1997,187.96,83.9,Colombia,Right
A. Höller,3/15/1989,193.04,82.1,Austria,Right
S. Camara Jönsson,9/9/1983,190.5,87.1,Sweden,Right
F. Luckeneder,3/21/1994,190.5,73,Austria,Left
G. Leigh,9/30/1994,154.94,73,England,Left
Rafhael Lucas,11/30/1992,175.26,71.2,Brazil,Right
J. Lalpekhlua,1/7/1991,175.26,74.8,India,Right
W. Jobello,1/23/1994,152.4,68,France,Right
Carlos Isaac,4/30/1998,182.88,73.9,Spain,Right
Lee Tae Hee,4/26/1995,187.96,81.2,Korea Republic,Right
D. Bowditch,6/15/1986,154.94,72.1,England,Right
C. Añez,7/6/1995,175.26,64.9,Bolivia,Right
André Anderson,9/23/1999,154.94,78,Brazil,Right
M. Trianni,1/16/1993,154.94,73,Germany,Right
L. Grace,12/1/1992,185.42,82.1,Republic of Ireland,Right
D. Moreno,1/15/1995,152.4,78,Colombia,Right
J. Karlsson,7/25/1998,170.18,69.9,Sweden,Right
R. Lauritsen,2/27/1996,187.96,78,Denmark,Right
A. Vrenezi,10/4/1993,152.4,64.9,Kosovo,Right
H. Vetlesen,2/29/2000,175.26,66.2,Norway,Right
M. Şengezer,1/5/1997,187.96,78,Turkey,Right
L. Walsh,9/15/1997,167.64,63,England,Right
Yang Kuo,1/8/1993,182.88,78.9,China PR,Right
J. Payne,11/25/1990,182.88,73.9,England,Right
A. Meyer,4/13/1991,195.58,88,Germany,Right
B. Vandenbussche,9/24/1981,195.58,92.1,Belgium,Left
Kim Young Sin,2/28/1986,175.26,66.2,Korea Republic,Right
H. Al Juhayyim,10/11/1987,152.4,73.9,Saudi Arabia,Right
H. Lennon,12/16/1994,190.5,77.1,England,Left
S. Rénot,11/11/1989,185.42,79.8,France,Right
T. Diagouraga,6/9/1987,187.96,72.1,France,Right
E. Frear,10/11/1990,152.4,64.9,England,Left
Sito,11/18/1996,154.94,69.9,Spain,Left
G. Perrin,6/7/1996,170.18,63,France,Right
C. Burgess,10/21/1995,193.04,81.2,Australia,Left
J. O'Shea,8/10/1988,182.88,69.9,Republic of Ireland,Right
D. Campos,10/1/1995,152.4,77.1,Costa Rica,Right
O. Shaw,3/12/1998,187.96,72.1,Scotland,Right
B. Öksüz,3/19/1996,175.26,74.8,Turkey,Left
D. Poggenberg,3/28/1992,182.88,78,Germany,Left
L. Burge,1/9/1993,154.94,69.9,England,Left
O. Güçtekin,4/6/1999,172.72,71.2,Turkey,Right
J. Wilson,2/26/1989,187.96,82.1,Wales,Right
Zhang Chenglin,1/20/1987,182.88,74.8,China PR,Right
F. Fallatah,3/8/1989,175.26,63,Saudi Arabia,Right
J. Lindner,6/28/1988,175.26,72.1,Poland,Right
L. Vigouroux,11/19/1993,193.04,77.1,Chile,Right
A. Cisak,5/19/1989,190.5,93,Australia,Right
E. Benavidez,3/5/1989,152.4,78,Argentina,Right
D. Suga,9/10/1998,170.18,68.9,Japan,Left
J. Gaspar,4/23/1997,172.72,58.1,France,Right
M. Maruoka,1/6/1996,170.18,68,Japan,Right
Lee Bum Soo,12/10/1990,190.5,84.8,Korea Republic,Right
T. Okamoto,6/18/1992,175.26,73,Japan,Left
D. Djigla,8/23/1995,175.26,73,Benin,Right
P. Gori,5/10/1980,187.96,83,Italy,Right
M. Salisu,4/17/1999,190.5,82.1,Ghana,Left
T. Arano,4/20/1993,154.94,59.9,Japan,Right
S. Miller,9/25/1987,172.72,71.2,England,Right
Wang Jie,1/14/1989,185.42,83,China PR,Right
V. Slivka,4/29/1995,190.5,83.9,Lithuania,Right
M. Sourzac,3/25/1992,187.96,78,France,Right
A. Verdugo,9/18/1997,170.18,68,Argentina,Right
B. Kirsch,4/15/1996,154.94,74.8,Germany,Right
E. Andersson,1/31/1996,152.4,73.9,Sweden,Left
G. Fabiano,7/9/1984,167.64,68,Italy,Right
P. Digby,2/2/1995,195.58,69.9,England,Right
Yu Ziqian,6/3/1985,193.04,76.2,China PR,Right
H. Rashidi,7/24/1994,175.26,68.9,Sweden,Right
C. Bravo,3/13/1997,170.18,72.1,Argentina,Left
H. Bonmann,1/22/1994,193.04,82.1,Germany,Right
M. Broberg,9/24/1990,185.42,73.9,Sweden,Right
Tian Yinong,2/18/1991,154.94,73,China PR,Right
S. Oum Gouet,12/14/1997,185.42,76.2,Cameroon,Right
M. Yandaş,8/19/1994,175.26,73,Turkey,Right
M. Ratajczak,4/16/1982,187.96,84.8,Germany,Right
R. Anane-Gyasi,8/5/1994,154.94,74.8,Ghana,Right
Joo Min Kyu,4/13/1990,182.88,78.9,Korea Republic,Right
N. Al Subhi,3/12/1990,154.94,73.9,Saudi Arabia,Left
M. Etuin,8/15/1995,175.26,64.9,France,Left
S. Horemans,6/2/1998,182.88,72.1,Belgium,Right
Tang Shi,1/24/1995,175.26,59,China PR,Left
Montoro,1/4/1995,154.94,79.8,Spain,Right
A. Bakayoko,1/1/1996,193.04,84.8,Sierra Leone,Left
S. Essende,1/23/1998,193.04,87.1,France,Right
C. Brown,1/7/1994,175.26,68.9,Australia,Left
L. Pons,4/18/1990,154.94,74.8,Argentina,Right
Huang Zichang,4/4/1997,172.72,67.1,China PR,Right
T. Baumgart,11/12/1997,154.94,72.1,Germany,Right
S. Mmaee,9/8/1996,154.94,83,Belgium,Right
B. Rotenberg,5/19/1986,187.96,83.9,Finland,Right
M. Velásquez,6/23/1988,154.94,78.9,Chile,Right
M. Marrone,1/27/1987,152.4,78,Australia,Right
P. Siegl,12/16/1993,185.42,74.8,Austria,Right
J. Wright,11/6/1989,175.26,73.9,England,Right
O. Gaines,3/2/1998,154.94,73.9,United States,Right
T. Moore,5/12/1997,182.88,79.8,England,Right
R. Hedges,7/8/1995,185.42,64.9,Wales,Left
David Alba,5/5/1999,154.94,77.1,Spain,Right
S. Schimmer,4/28/1994,185.42,74.8,Germany,Right
Kim Gun Hee,2/22/1995,182.88,71.2,Korea Republic,Right
H. Camara,1/1/1998,182.88,81.2,Saudi Arabia,Right
T. Hagn,2/28/1995,185.42,81.2,Germany,Left
J. Arctander Moe,8/3/1995,175.26,69.9,Norway,Left
O. Berg,8/28/1993,152.4,73.9,Norway,Right
S. Robinson,3/12/1992,167.64,68,Scotland,Right
K. Goden,2/22/1999,182.88,73.9,Germany,Right
L. Tupta,3/27/1998,154.94,72.1,Slovakia,Right
M. Spelmann,3/21/1987,175.26,72.1,Denmark,Right
Feng Renliang,5/12/1988,154.94,68,China PR,Right
F. Brown Forbes,8/28/1991,187.96,82.1,Costa Rica,Right
E. Aguirre,8/3/1998,175.26,74.8,Mexico,Right
J. González,4/23/1991,182.88,83,Mexico,Right
F. Carstens,11/8/1998,190.5,87.1,Germany,Right
H. Akino,10/8/1994,175.26,68,Japan,Left
Jorge Félix,8/22/1991,172.72,62.1,Spain,Right
Bae Ki Jong,5/26/1983,154.94,74.8,Korea Republic,Right
G. Ingrosso,1/28/1989,187.96,83,Italy,Right
E. Frederiksen,9/5/2000,152.4,71.2,Denmark,Left
J. Hjorth,9/19/1994,193.04,83,Denmark,Right
P. Fernández,4/5/1987,154.94,78,Argentina,Right
G. Arokoyo,11/1/1992,187.96,78,Nigeria,Right
A. Bah,12/9/1997,182.88,76.2,Denmark,Right
N. De Medina,10/8/1997,182.88,82.1,Belgium,Right
Yu Jun Soo,5/8/1988,182.88,79.8,Korea Republic,Right
Jimmy,12/31/1996,170.18,64.9,Spain,Right
Lee Jin Hyun,8/26/1997,172.72,62.1,Korea Republic,Left
Fábio Ferreira,5/3/1989,152.4,72.1,Portugal,Right
F. Barboza,7/31/1996,170.18,72.1,Argentina,Right
Zhang Chi,7/8/1987,185.42,69.9,China PR,Right
J. Vargas,6/6/1995,193.04,86.2,Costa Rica,Right
B. Rubio,11/9/1996,185.42,79.8,Mexico,Right
D. Granli,5/1/1994,187.96,78,Norway,Right
Iván Martos,5/15/1997,182.88,68,Spain,Left
D. Otto,3/3/1999,185.42,82.1,Germany,Right
B. Collins,2/18/1997,182.88,68.9,England,Right
L. Nolan,9/20/1994,175.26,68.9,Northern Ireland,Right
A. Bamba,5/25/1994,175.26,68,France,Right
K. Duncan,8/8/1997,152.4,68,United States,Right
M. Kuleli,6/5/1998,182.88,79.8,Turkey,Right
C. Roberts,4/14/1997,172.72,64.9,England,Left
D. Steininger,4/13/1995,187.96,78.9,Germany,Right
Idrisa Sambú,3/27/1998,154.94,78,Portugal,Right
R. Macek,4/18/1997,187.96,79.8,Czech Republic,Right
J. Morrell,1/3/1997,167.64,64,Wales,Right
Andrés Martín,7/11/1999,175.26,72.1,Spain,Left
Samuel Manchón,2/17/1997,170.18,63,Spain,Right
G. Piscitella,3/24/1993,154.94,68.9,Italy,Right
E. Yeşilyurt,11/6/1993,152.4,72.1,Germany,Right
A. Dovbyk,6/21/1997,185.42,76.2,Ukraine,Left
N. Menéndez,3/5/1994,165.1,64,Argentina,Right
Marc Aguado,2/22/2000,152.4,68,Spain,Left
R. Hernández,10/4/1997,170.18,69.9,Venezuela,Right
Li Peng,8/29/1990,187.96,79.8,China PR,Right
T. Kunimoto,10/8/1997,175.26,76.2,Japan,Left
J. McGing,5/22/1994,182.88,73.9,Australia,Right
M. Litka,1/2/1996,154.94,68,Germany,Left
M. Clayton,8/9/1994,175.26,69.9,England,Right
Pedro Neto,3/9/2000,172.72,63,Portugal,Left
R. ten Hove,3/3/1998,193.04,74.8,Netherlands,Right
G. Diaz,5/16/1994,170.18,64.9,Chile,Left
N. Baxter,11/8/1998,182.88,76.2,England,Right
A. Altuna,1/19/1992,182.88,73.9,Argentina,Right
B. Kennedy,1/12/1997,152.4,69.9,Northern Ireland,Left
I. Näsberg,4/22/1996,185.42,79.8,Norway,Left
L. Sapela,9/21/1982,185.42,81.2,Poland,Left
S. Hyodo,7/29/1985,172.72,68,Japan,Right
M. Baude,10/5/1989,152.4,76.2,Germany,Right
L. Dennis,10/9/1992,185.42,68.9,England,Right
P. Hellquist,5/21/1991,182.88,73,Sweden,Right
L. Jonsson,10/21/1992,190.5,94.8,Sweden,Right
A. Mehring,4/19/1994,190.5,82.1,Argentina,Right
R. Koczor,1/17/1989,193.04,78,Germany,Right
B. Schwarz,7/10/1986,154.94,74.8,Germany,Left
W. Omsberg,9/21/1995,193.04,81.2,United States,Right
Lee Sang Ki,5/7/1996,152.4,78.9,Korea Republic,Right
N. Barona,7/11/1997,175.26,64.9,Colombia,Right
D. Kudła,3/21/1992,187.96,83.9,Poland,Right
D. Kopacz,5/29/1999,154.94,69.9,Poland,Right
M. Hiller,2/20/1997,187.96,84.8,Germany,Right
S. Cibois,3/2/1998,193.04,82.1,France,Right
Kim Kyung Jung,4/16/1991,152.4,71.2,Korea Republic,Right
B. Castrillon,3/30/1999,170.18,63,Colombia,Right
A. Bakayoko,1/6/1998,152.4,68.9,France,Right
A. Taylor-Sinclair,4/8/1991,187.96,82.1,Scotland,Left
B. Fofana,9/7/1998,175.26,69.9,France,Right
Lee Min Gi,5/19/1993,175.26,71.2,Korea Republic,Left
O. Marrufo,7/2/1992,170.18,68,Mexico,Right
A. Al Ammar,3/1/1994,152.4,72.1,Saudi Arabia,Left
Jwa Joon Hyeop,5/7/1991,152.4,72.1,Korea Republic,Right
Y. Ammour,5/21/1999,182.88,69.9,France,Left
C. Mamengi,4/3/2001,152.4,83,Netherlands,Left
A. Jafar,9/15/1993,165.1,62.1,Saudi Arabia,Right
J. Rebolledo,10/22/1991,170.18,68,Chile,Left
A. Pelvas,2/8/1989,154.94,77.1,Finland,Left
M. Makasi,9/22/1995,154.94,72.1,England,Right
G. Byers,5/29/1996,154.94,73,Scotland,Right
L. Rodríguez,2/15/1995,182.88,69.9,Colombia,Right
Sun Shilin,10/24/1988,152.4,72.1,China PR,Right
C. Operi,4/29/1997,182.88,78.9,Ivory Coast,Left
J. Coppens,12/21/1990,190.5,79.8,Belgium,Left
B. Šerbečić,5/1/1998,193.04,79.8,Bosnia Herzegovina,Right
W. Miller,6/8/1996,167.64,66.2,England,Right
D. Foulon,3/23/1999,154.94,78,Belgium,Left
J. Kade,5/20/1999,154.94,67.1,Germany,Left
H. Belal,1/30/1994,185.42,73.9,Saudi Arabia,Right
Pedro Pelágio,4/21/2000,154.94,64.9,Portugal,Right
G. Mainero,3/23/1995,152.4,66.2,Argentina,Right
D. Mazzocco,10/6/1995,185.42,81.2,Italy,Right
Kim Do Hyung,10/6/1990,154.94,69.9,Korea Republic,Right
D. Wright,4/30/1995,175.26,68.9,England,Right
C. Raglan,4/28/1993,185.42,74.8,England,Right
Du Zhenyu,2/1/1983,175.26,69.9,China PR,Left
M. Ofkir,8/4/1996,152.4,71.2,Norway,Right
M. Kühne,9/27/1987,152.4,78,Germany,Right
F. Báez,8/11/1991,154.94,73.9,Paraguay,Right
Kike,8/10/1999,190.5,76.2,Spain,Right
J. Clisby,2/16/1992,154.94,72.1,Australia,Left
Ko Kyung Min,4/11/1987,152.4,71.2,Korea Republic,Right
M. O'Brien,11/20/1992,154.94,77.1,Republic of Ireland,Right
J. Segre,2/17/1997,185.42,74.8,Italy,Right
A. Lotti,6/10/1996,152.4,69.9,Argentina,Right
Longchang Lin,2/24/1990,187.96,82.1,China PR,Right
A. Leitch-Smith,3/6/1990,172.72,74.8,England,Right
D. Grubb,7/24/1991,182.88,82.1,England,Right
B. Kraev,6/23/1997,185.42,69.9,Bulgaria,Right
L. Jackson,3/12/1995,193.04,83,Australia,Left
D. Duarte,5/24/1985,154.94,72.1,Mexico,Right
A. Falch,5/25/1992,185.42,81.2,Norway,Left
Feng Zhuoyi,6/18/1989,182.88,74.8,China PR,Right
M. Bottani,5/24/1991,170.18,63,Switzerland,Right
T. Broadbent,2/15/1992,190.5,89.8,England,Left
G. Wojtkowiak,1/26/1984,182.88,74.8,Poland,Right
S. Kavanagh,1/20/1994,175.26,62.1,Republic of Ireland,Left
Zhang Chiming,1/7/1989,154.94,74.8,China PR,Right
Dani Reina,4/10/1999,175.26,63,Spain,Right
F. Baak,3/18/1999,185.42,74.8,Germany,Right
S. Rasswalder,5/13/1987,175.26,67.1,Austria,Left
Tiagildo Serra,2/29/1988,175.26,69.9,Brazil,Left
L. D'Ath,12/24/1992,175.26,77.1,England,Right
S. Nakahara,5/19/1994,152.4,68,Japan,Right
K. Yamamoto,10/29/1989,152.4,78.9,Japan,Right
R. Delaney,9/6/1996,187.96,72.1,Republic of Ireland,Left
A. Collin,12/9/1984,190.5,78,England,Right
O. Malik,9/30/1990,185.42,74.8,Australia,Right
T. David,1/28/1997,154.94,69.9,Netherlands,Right
A. Bray,7/25/1995,152.4,66.2,England,Right
Luo Xin,2/7/1990,182.88,74.8,China PR,Right
Antón,6/16/1998,185.42,74.8,Spain,Right
Y. Fekir,5/5/1997,170.18,64.9,France,Right
W. Al Anazi,12/19/1994,167.64,68,Saudi Arabia,Right
F. Stritzel,1/31/1994,198.12,92.1,Germany,Right
R. Griffiths,6/27/2000,154.94,76.2,England,Right
J. Delem,3/18/1993,154.94,71.2,France,Right
M. Al Enazi,11/18/1983,160.02,59,Saudi Arabia,Right
Y. Delfi,10/2/2000,182.88,73,Iran,Right
M. Thalhammer,7/10/1997,190.5,82.1,Germany,Right
M. Degerlund,3/16/1998,195.58,87.1,Sweden,Left
H. White,4/15/1995,185.42,68,England,Right
B. Garratt,4/25/1994,185.42,66.2,England,Right
W. Pawłowski,1/18/1993,190.5,79.8,Poland,Right
V. Emmersón,10/7/1995,195.58,84.8,Congo,Right
A. Dadakdeniz,8/5/1999,193.04,83.9,Turkey,Right
Li Shuai,6/18/1995,152.4,69.9,China PR,Right
M. Pronichev,11/17/1999,182.88,78,Russia,Right
N. Díaz,5/20/1999,152.4,74.8,Chile,Left
A. Fontana,10/14/1999,172.72,68,United States,Right
J. Díaz,8/21/1998,154.94,78,Mexico,Left
H. Al Habib,9/14/1994,182.88,81.2,Saudi Arabia,Right
N. Rinderknecht,10/11/1997,182.88,77.1,Germany,Right
O. Shenton,11/6/1997,175.26,77.1,England,Left
J. Anderson,5/16/1996,187.96,74.8,England,Left
C. Daniel,2/15/1988,154.94,73,England,Left
D. Petrovic,11/27/1992,185.42,79.8,Serbia,Right
A. Startsev,6/7/1994,175.26,72.1,Kazakhstan,Right
N. Stierlin,1/22/2000,182.88,74.8,Germany,Right
J. Odgaard,3/31/1999,187.96,79.8,Denmark,Left
K. Fukai,3/11/1995,152.4,72.1,Japan,Right
F. Barceló,3/31/1993,175.26,78,Uruguay,Right
Hwang ByeongGeun,6/14/1994,193.04,93,Korea Republic,Right
B. Comley,11/18/1995,154.94,72.1,Montserrat,Right
C. Arano,2/23/1995,187.96,69.9,Bolivia,Right
J. Brandon,2/5/1998,175.26,69.9,Scotland,Right
D. Hernández,8/13/1999,172.72,79.8,Mexico,Left
K. Mawatari,6/23/1991,175.26,69.9,Japan,Right
A. Dávila,2/20/1999,152.4,72.1,Uruguay,Left
M. Rodriguez,12/27/1995,172.72,64.9,United States,Right
B. Kukeli,1/16/1984,154.94,72.1,Albania,Left
I. Lučić,3/23/1995,193.04,98,Austria,Right
J. Vagnoman,12/11/2000,187.96,86.2,Germany,Right
F. Rodríguez,9/14/1995,152.4,78,Switzerland,Right
Marc Vales,4/4/1990,182.88,78.9,Andorra,Right
V. Leikvoll Moberg,1/23/1991,190.5,84.8,Norway,Right
C. Woodman,12/22/1982,175.26,68,England,Left
S. Ohlsson,12/31/1992,185.42,78,Sweden,Right
E. Seidou,10/6/1991,182.88,87.1,France,Left
D. Cardozo,6/2/1987,170.18,66.2,Argentina,Left
M. Biamou,11/13/1990,185.42,83,France,Right
E. Riis Jakobsen,6/24/1998,190.5,83.9,Denmark,Right
Prendes,4/12/1997,187.96,74.8,Spain,Right
M. Cassara,8/21/1991,190.5,91.2,France,Right
P. Anderson,7/23/1988,175.26,64.9,England,Right
G. Jones,10/13/1995,152.4,73.9,Wales,Right
D. Wilson,3/14/1997,182.88,76.2,England,Left
C. Ogilvie,2/14/1996,182.88,82.1,England,Left
M. Dolan,2/11/1993,175.26,69.9,England,Left
Yu Dabao,4/18/1988,182.88,78,China PR,Right
M. Hjulmand,6/25/1999,185.42,78,Denmark,Right
Fran Serrano,4/20/1995,193.04,84.8,Spain,Right
T. Söderström,1/4/1994,187.96,76.2,Sweden,Right
J. Cejas,3/6/1998,175.26,69.9,Argentina,Right
J. Kotzke,3/18/1990,182.88,74.8,Germany,Right
J. Shackleton,10/8/1999,170.18,64.9,England,Right
C. Alcock,12/8/1987,172.72,69.9,England,Right
Álex Blanco,12/16/1998,175.26,69.9,Spain,Left
